"L","R","F","M","C"
25.84,9,55,56948,0.798042425
32,14,50,63524,0.715222436
103.39,1,38,48699,0.932770077
68.68,9,32,67802,0.669805905
19.45,9,48,77446,0.586318725
30.45,34,39,54302,0.836132739
91.55,7,46,78964,0.574883744
85.39,16,50,52061,0.871871074
99.9,115,26,35705,1.271262008
40.42,65,21,37239,1.218635033
77.65,13,52,56986,0.796344541
12.65,4,53,56841,0.798022906
21.52,161,47,60295,0.752108964
72.23,413,6,62550,0.724888889
42.13,12,53,60675,0.747226535
59.97,7,48,31296,1.448363689
16.74,13,25,35297,1.284100915
61.71,3,22,59149,0.766209572
38.42,32,58,66664,0.679683937
90.42,84,32,66514,0.681207265
64.1,9,61,69355,0.653228751
66.74,85,26,46971,0.964484895
53.1,4,69,58904,0.768996673
18.74,14,29,72045,0.628702894
72.61,4,50,64200,0.705503427
86.45,15,33,68569,0.66026951
104.97,49,23,50598,0.894726274
60.16,18,24,60082,0.753484571
21.97,97,61,59340,0.762873947
74.94,6,61,57563,0.786321595
84.58,13,6,35829,1.263212482
73.29,2,5,61160,0.74
17.9,33,40,73453,0.616131131
22.71,21,43,36077,1.254020567
62.32,36,29,74023,0.611150859
81.32,231,18,31477,1.436934905
75.45,9,43,56732,0.797227667
91.26,17,29,45040,1.004147647
47.58,35,44,85741,0.527477986
99.81,31,18,33315,1.357441993
99.97,110,17,31251,1.447039775
76.1,10,57,66188,0.683194386
57.35,1,32,60776,0.743889364
57.48,59,29,48998,0.922505204
103.23,6,40,43825,1.031286708
51.65,30,39,49499,0.912545102
16.16,31,45,48096,0.938984739
31.97,23,38,63176,0.714788211
32.68,61,53,57226,0.789064237
71.84,5,36,74896,0.602841273
20.03,35,5,61160,0.738
35.39,16,23,31579,1.429257418
22.19,2,43,71447,0.63162932
45.32,20,47,52776,0.854987115
89.81,18,22,32276,1.397829657
97.35,47,23,57295,0.787211624
31.52,7,22,41207,1.094539763
76.58,2,23,57541,0.783759233
89.16,27,43,59925,0.752549353
97.26,1,33,47480,0.949605518
44.1,96,39,64974,0.693632068
89.45,14,37,52274,0.861950874
24.97,9,50,67488,0.667526079
22.52,23,41,58678,0.76772828
101.55,40,24,36753,1.22505673
16.71,6,90,53111,0.847673928
77.42,12,55,65303,0.689411819
43.94,1,43,59570,0.755410777
81.94,50,18,61738,0.7288205
17.42,4,68,60317,0.745974103
81.87,10,46,62303,0.722142112
23.71,22,45,61101,0.736291223
24.52,3,33,53423,0.842067462
79.29,23,40,71161,0.631924509
91.26,13,64,62031,0.724909158
72.48,9,38,63803,0.704748523
25.52,18,62,51456,0.8736676
83.06,405,8,41128,1.092948843
25.77,11,33,47709,0.94217066
73.87,44,25,60823,0.738973743
79.74,21,38,60362,0.74451708
25.16,61,47,57713,0.778620415
94.71,8,46,62587,0.7178446
96.06,5,32,56780,0.791187918
76.81,8,52,71211,0.630811111
55.42,132,38,51967,0.86427656
49.16,221,16,32159,1.396464131
27.45,304,13,67921,0.661141915
36.16,23,31,60744,0.739236632
103.35,34,36,60242,0.745339132
112.19,31,37,62234,0.72147797
55.48,156,8,44587,1.006973333
59.29,152,46,62548,0.717778666
83.23,2,31,61363,0.73152649
109.61,1,50,62307,0.720400918
70.45,5,44,56549,0.793328441
44.26,14,33,46875,0.957029973
102.23,38,46,52408,0.85596283
12.55,2,38,64635,0.693929605
38.58,4,33,33356,1.344031958
79.1,2,52,50453,0.888476404
79.71,16,40,59478,0.753585696
107.32,11,57,73739,0.607649277
21.45,3,63,60976,0.73466741
108,47,28,46304,0.96733306
112.03,10,47,63873,0.701130212
41.29,15,79,56682,0.790046576
60.26,46,5,61160,0.732
33.16,96,22,56041,0.79882693
72.06,106,25,37047,1.208357222
79.32,64,34,30853,1.450814183
49.13,5,68,45316,0.987772972
35.55,5,44,61126,0.732255014
40.03,33,16,47260,0.946853576
30.61,15,36,64375,0.695077903
66.19,137,6,42483,1.053174211
36.52,26,17,58731,0.761781853
101.32,3,43,60152,0.743603704
59.81,157,30,67477,0.662833706
34.77,4,41,62777,0.712404543
106.77,8,51,72588,0.616010498
25.81,49,16,51680,0.865
35.06,5,49,71517,0.625046912
23.23,56,20,52301,0.85467123
96.26,1,68,72770,0.614011406
30.58,13,25,68100,0.656077533
97.9,63,23,35884,1.244676457
38.32,11,5,61160,0.73
48.13,21,23,58571,0.761983234
72.94,7,48,47686,0.935792056
46.1,100,16,30676,1.453925544
52.13,36,26,56368,0.791206003
40.13,17,58,67411,0.66147691
104.71,1,61,68037,0.654963182
87.61,32,22,53905,0.826660978
74.23,12,49,52962,0.841020543
23.03,2,29,58424,0.762382754
54.74,14,39,57977,0.768095279
82.68,7,36,55289,0.805424768
16.32,7,49,66785,0.666781762
108.71,1,47,64997,0.684942844
107.32,2,72,64752,0.687457067
108.42,11,51,59527,0.747623767
99.87,8,53,64410,0.690908399
63.84,7,43,59499,0.747711054
85.35,15,36,52294,0.850514208
76.06,13,45,65126,0.682911587
79.52,10,49,70221,0.633208727
26.35,4,39,52689,0.843880317
18.87,1,28,37647,1.180680267
28.84,7,30,51329,0.865899394
107.42,62,73,61552,0.721921627
49.45,2,40,64528,0.688497551
101.32,13,25,30596,1.451671133
68.87,1,48,62319,0.71268634
112.48,18,34,63138,0.703389243
102.87,5,47,60337,0.735982896
69.9,259,4,48928,0.9075
70.77,206,6,73392,0.605
12.94,67,12,60586,0.732853134
23.61,19,48,78700,0.563962389
22.48,64,21,41356,1.072935971
24.03,16,70,62014,0.715421356
62.97,9,38,63460,0.699007091
19.52,3,40,62399,0.710502893
81.87,57,24,58850,0.752989295
47.94,4,34,59141,0.748770903
93.74,1,46,52509,0.843288008
69.97,42,16,31553,1.403097011
37.19,58,8,61724,0.717180999
94.45,285,31,47118,0.939318095
56.13,68,24,65350,0.677254323
64.71,13,40,58083,0.761523509
80.94,2,35,51663,0.856107466
84.48,33,31,64608,0.684574047
42.55,110,24,36722,1.204280268
32.58,12,37,54240,0.815316556
43.13,6,35,59048,0.74887566
81.97,10,53,60547,0.730289032
100.42,1,69,61206,0.72229716
91.87,81,37,61345,0.720649442
95.1,190,18,30597,1.444814524
74.48,49,35,50423,0.876630704
106.32,61,22,30287,1.459364744
61.55,419,38,55414,0.797495218
18.16,114,5,61160,0.722
102.68,178,37,59817,0.738039855
72.71,67,40,49916,0.884373147
94.1,153,49,51764,0.852536125
96.29,2,60,54285,0.81288238
49.32,13,84,57348,0.76926728
28.81,49,44,64412,0.68484801
58.48,33,63,73848,0.597284828
67.03,14,37,70145,0.628804762
28.74,24,40,51093,0.863062846
23.1,153,68,63950,0.68948147
30.52,159,59,51729,0.852312049
25.55,13,24,62496,0.705416667
33.77,68,7,60160,0.732795545
71.16,6,45,70261,0.627443105
24.16,29,51,57469,0.767004472
99.97,1,42,81716,0.539351657
40.84,24,33,58655,0.751261444
89.06,34,44,30325,1.452961253
65.23,86,20,65951,0.667907386
66.9,60,48,69763,0.631346702
18.84,3,25,30459,1.445596047
96.97,116,48,58893,0.747379485
108.74,165,20,59094,0.744709277
77.97,27,24,63432,0.69375
22.42,18,35,70251,0.626401617
26.97,5,49,41182,1.068535525
109.16,45,40,67777,0.649244581
93.81,16,32,56004,0.785453182
77.35,2,36,55900,0.78658229
49.52,8,47,53658,0.819092959
12.13,40,38,59634,0.736985445
21.03,2,41,58601,0.749917066
100.74,61,29,55553,0.790481702
13.87,34,5,61160,0.718
26.29,8,43,67711,0.648530815
70.39,34,57,66656,0.658767403
38.35,93,27,62694,0.70037037
62.77,1,61,64446,0.681297831
100.39,7,34,57390,0.764860254
107.35,16,31,53809,0.815652772
53.77,7,79,47270,0.928292786
32.71,9,43,54129,0.810231669
67.52,10,27,61325,0.715083082
31.71,48,6,55242,0.793725426
33.16,12,31,47344,0.925794398
100.35,11,36,65657,0.667499124
70.19,106,25,57129,0.766727932
52.48,19,58,49196,0.890357346
25.26,4,33,53657,0.816042455
74.87,25,36,58820,0.744190921
85.97,17,24,31651,1.382805599
85.55,8,57,57171,0.765416557
29.65,49,35,53257,0.821626453
26.77,8,20,54731,0.799295098
15.16,1,51,52988,0.825454065
94.29,30,40,62587,0.698771151
27.52,11,80,54157,0.807504478
44.71,110,41,55522,0.787509456
85.97,13,28,50884,0.859259099
75.1,162,25,30018,1.456537744
84.55,21,47,69599,0.628017644
96.65,18,15,29547,1.479256777
17.39,22,41,57378,0.761445502
81.87,86,18,53329,0.819141368
13.84,7,18,34851,1.253288284
102.74,9,61,58616,0.745131534
100.16,26,54,42857,1.01908183
94.03,25,46,45258,0.965011269
60.61,109,43,47432,0.920707961
112.74,30,55,57718,0.75660955
39.94,105,26,64947,0.672370086
76.1,14,42,59364,0.735478236
26.81,18,37,48135,0.90702171
111.48,3,31,58120,0.7510702
28.52,21,46,51231,0.851979856
58,3,41,34397,1.268779545
28.35,24,20,58553,0.7452467
54.52,71,28,31760,1.373740869
29.23,25,43,53121,0.82132057
40.97,19,36,61200,0.712777778
88.81,18,54,62109,0.702342656
87.97,2,39,41912,1.040744655
94.19,44,35,68660,0.635242208
108.1,65,24,39750,1.097152704
71.42,3,47,70654,0.617153452
33.03,10,26,61579,0.708081164
12.61,3,21,35233,1.237558255
25.61,6,47,64571,0.675058927
27.29,2,53,53145,0.819941293
20.61,13,21,33472,1.301733987
51.97,11,22,61446,0.709090909
92.61,21,49,56230,0.77474711
53.16,2,36,64999,0.67007677
105.39,5,40,65936,0.660532183
27.52,28,25,55977,0.777794451
46.58,8,22,52441,0.830137869
43.9,10,37,67625,0.643570869
107.77,4,46,68416,0.636099597
79.48,11,49,63826,0.68179347
36,44,18,78496,0.554306461
24.52,22,53,53819,0.808373809
15.32,2,24,30778,1.413422899
51.9,16,40,52909,0.822185072
63.52,4,31,51220,0.848745217
35.65,1,52,68879,0.631127775
18.03,2,55,56347,0.771325181
81.55,16,31,62610,0.694120268
67.03,19,36,32898,1.320973311
21.42,66,44,54276,0.800573182
111.26,11,27,35163,1.235481614
94.19,23,25,65925,0.658782708
29,11,48,58509,0.742260165
19.68,66,25,61120,0.710003436
93.35,3,40,52590,0.824839703
92.94,11,32,57009,0.76074076
43.16,7,36,58592,0.740094723
94.16,18,31,58612,0.739801065
23.61,32,48,53987,0.803124085
99.45,13,41,60106,0.721284897
14.68,2,23,73257,0.591504157
44.74,78,30,46621,0.929410352
92.03,87,22,58297,0.743200336
95.55,4,25,70358,0.615770204
31.52,18,39,64761,0.668866911
75.1,5,53,61499,0.704196491
93.29,19,67,57998,0.746682472
29.35,286,5,61160,0.708
103.65,5,38,70555,0.613569556
74.58,39,25,65323,0.662494221
100.23,7,47,49785,0.869155368
24.03,15,59,65356,0.661964778
52.9,16,19,31098,1.390726092
48.97,22,44,58374,0.740701854
31.87,6,48,78594,0.550058401
22.48,129,23,59656,0.724668097
56.71,21,33,57134,0.756437673
51.97,9,46,66927,0.645656462
53.32,3,44,54877,0.787421324
18.97,74,47,50179,0.860912533
55.9,26,35,67018,0.644525202
20.55,78,7,49066,0.880189133
15.68,12,52,57778,0.74728703
36.32,7,38,63064,0.684188285
67.19,5,46,52640,0.819413564
68.19,124,28,47483,0.908113641
49.87,4,49,52275,0.824702822
81.65,3,36,47466,0.908255383
22.03,3,56,74649,0.577413897
54.65,104,27,29812,1.445812425
21.39,95,11,38448,1.120954016
68.39,126,16,32222,1.337345602
22.29,18,48,56173,0.767032026
110.32,27,39,68720,0.626864377
36,5,50,48119,0.895199817
16.48,35,34,32761,1.314797167
49.84,74,55,59929,0.718661917
44.97,9,27,73910,0.582703152
24,95,37,58036,0.742054759
73.16,5,31,51768,0.831791454
71.68,6,52,50423,0.853932729
16.39,104,25,30544,1.409586498
22.32,10,61,57533,0.748196339
28.97,147,30,59010,0.729333333
67.29,22,42,48182,0.893065253
75.77,37,42,64905,0.662961867
15.77,7,50,56436,0.762224998
96.87,28,33,58002,0.741521844
44.55,2,46,60743,0.707908566
90.9,14,49,56413,0.761973481
80.71,93,44,59573,0.721347926
15.97,13,39,65669,0.653992295
17.55,294,6,50964,0.842516286
110.03,38,42,55818,0.76920205
42.61,50,38,53559,0.801599731
29.13,8,47,57003,0.752818448
36.71,21,64,55636,0.771292508
18.55,13,42,55343,0.775359305
31.48,39,33,55082,0.778722813
32.9,60,35,63628,0.674068492
85.42,7,46,47731,0.898500555
102.97,4,37,55134,0.777758915
112.03,55,58,69197,0.619681778
93.55,84,24,60646,0.706952643
93.13,2,21,56362,0.760659664
56.1,1,49,58534,0.732408515
105.32,6,51,54753,0.782947236
47.74,7,45,68748,0.623447082
81.71,64,28,49159,0.87166887
34.52,2,34,56664,0.756069815
12.58,4,39,57429,0.745903463
97.52,6,64,49706,0.861760954
105.1,17,28,39397,1.087202071
31.97,92,31,42885,0.99875341
24.29,7,40,59185,0.723462871
81.97,17,39,46030,0.93021008
86.87,57,47,55106,0.776957137
84.23,6,21,30834,1.388538626
59.55,37,24,45960,0.931471715
46.68,17,28,46614,0.918308448
15.06,3,26,56905,0.752088041
47.39,48,9,61251,0.698475617
43.97,35,27,54628,0.783047155
32.26,82,37,68201,0.627063093
105.52,9,69,53834,0.794331835
21.26,2,54,71443,0.598434136
95.19,12,27,65297,0.654701594
69.29,13,33,36062,1.185359381
53.71,38,39,61136,0.699112307
13.29,7,28,50987,0.837937906
21.32,17,39,60879,0.70174083
56,12,39,38197,1.118270545
83.03,73,34,71582,0.596664804
92.32,14,37,57494,0.74283734
45.71,3,57,63410,0.673447879
52.16,20,44,53946,0.791576947
50.06,6,30,52540,0.812740008
31.06,65,31,50611,0.843534212
77.48,68,39,62482,0.683122339
81.61,26,44,60943,0.700190834
48.23,1,52,59018,0.722667661
37.71,2,22,55838,0.763684408
98.16,11,36,52370,0.814218255
52.81,12,43,54595,0.780985805
22.74,1,40,50164,0.849712344
53,23,22,60652,0.702746488
62.16,38,31,44965,0.947905704
89.48,68,26,59954,0.710885345
85.68,8,44,36798,1.157924344
25.1,16,39,51321,0.830035463
88.94,17,44,56023,0.760353605
27.35,13,37,57650,0.738814224
24.23,7,40,59753,0.712810403
59.52,225,44,54803,0.777170958
15.19,44,52,57192,0.744664813
111.1,122,29,43488,0.979314064
22.68,25,45,55245,0.770667753
16.87,4,30,38884,1.09449748
51.68,43,38,55385,0.768382053
75.71,52,38,60249,0.706298196
65.03,248,24,54527,0.78041374
71.87,79,18,31797,1.338027487
92.42,13,44,56485,0.75318828
81.06,2,40,61926,0.686922294
64.74,57,23,33833,1.257260663
22.74,37,46,61694,0.68936023
22.26,382,25,56250,0.756
27.26,6,52,44505,0.955341872
68.1,116,33,56963,0.746352018
75.45,59,62,49882,0.851980875
62.58,22,32,59156,0.718350294
107.58,171,19,47553,0.893555401
112.13,5,60,63766,0.666361541
16.42,32,17,52384,0.810960408
34.03,18,41,61563,0.690045482
83.55,104,23,29023,1.463563381
25.23,10,34,46593,0.911615049
46.35,1,51,53241,0.797751169
80.61,20,39,51715,0.821212414
22.1,1,22,52707,0.80573643
83.97,1,40,55666,0.762882549
55.61,14,46,52642,0.806663501
61.61,9,64,60160,0.705605718
19.68,237,5,61160,0.694
52.52,3,58,51392,0.825726961
40.26,51,35,69242,0.612732301
42.94,14,38,53529,0.792521997
98.03,83,37,48965,0.866225263
82.19,32,37,51519,0.823279567
81.32,74,39,58146,0.72935576
73.87,61,51,57113,0.742530247
97.26,11,33,51729,0.819751783
79.48,4,45,56534,0.749825238
108.03,535,9,55729,0.76064706
37.45,1,33,65348,0.648639897
39.42,96,32,54868,0.77247175
92.55,4,67,52947,0.800388502
31.71,17,27,52984,0.79972671
13.77,91,23,31518,1.344286439
90.16,1,33,54628,0.775525555
39.81,19,29,60186,0.703729937
87.23,68,42,48155,0.879498702
70.61,2,45,55785,0.759158734
87.48,43,40,63048,0.671662226
36.97,37,23,57945,0.730568815
63.45,28,46,63598,0.665581465
79.71,11,46,56110,0.754007307
37.35,25,40,49956,0.846733526
95.19,19,24,33456,1.264095528
31.68,19,50,36759,1.150412144
53.71,2,10,47550,0.889144479
36.81,35,21,53074,0.796502242
22.26,1,39,33360,1.267163969
67.74,353,7,43823,0.964519316
102.29,18,46,66038,0.640051486
99.97,3,45,50260,0.840740549
86.58,38,40,56405,0.749055226
29.39,6,65,47293,0.893357368
39.81,95,35,65432,0.645698741
77.39,6,48,59808,0.706366038
24.84,4,56,63388,0.666365716
85.71,4,41,48752,0.866347637
48.42,37,39,62742,0.673168691
110.35,52,35,51931,0.81315977
81.32,1,66,69096,0.611052593
52.87,56,28,62192,0.678758522
21.35,2,42,37652,1.120919207
49.52,31,33,53005,0.796216017
100.06,13,48,48237,0.87476149
79.13,38,47,51493,0.819187657
82.61,84,24,36369,1.159408012
14.19,116,45,59156,0.712656704
108.1,7,38,64254,0.65609892
49.58,23,40,44132,0.955218436
24.97,93,17,28793,1.464060015
73.42,106,39,62631,0.672952691
107.94,24,50,59382,0.70976727
54.87,16,27,59962,0.702740736
85.16,13,39,55729,0.756102568
17.13,221,29,42841,0.983453234
45.1,203,16,29883,1.409734966
16.35,33,43,56255,0.74885699
91.9,14,50,58615,0.718688049
23.13,9,41,50500,0.834089307
57.42,5,44,63668,0.661487403
23.32,114,34,52504,0.802108792
108.74,13,27,40276,1.045584964
57.97,30,44,60032,0.701454058
37.26,19,36,62061,0.678512915
93.97,65,21,48568,0.86700976
96.84,6,40,60483,0.696056082
21.58,63,29,60689,0.693676449
52.39,3,49,51862,0.811607921
96.45,3,22,49513,0.849983035
47.77,1,47,54696,0.769337977
91.74,81,39,48009,0.876482951
36.58,94,28,54256,0.775388528
66.94,16,37,60484,0.695529727
110.87,14,38,46799,0.898799333
96.1,180,24,51057,0.823556613
66.23,84,25,52083,0.807255918
82.42,12,56,68115,0.617233209
108.48,21,49,74515,0.564212843
63.39,1,28,62062,0.677341368
87.52,3,51,58638,0.716516423
17.45,11,42,44120,0.952135086
112.74,3,35,52231,0.804224886
55.74,33,41,63330,0.663195484
108.9,66,40,62167,0.67548796
51.74,7,35,57500,0.73030087
96.32,12,49,53076,0.790940161
107.16,39,32,52863,0.794117814
99.71,11,43,55067,0.762333339
66.23,33,45,70477,0.595642692
45.45,31,52,52208,0.803885803
54.77,21,40,51221,0.819261241
96.94,8,58,66309,0.632777149
48.42,8,80,59088,0.710075988
77.65,4,42,54906,0.764036535
72.65,66,23,53890,0.778438486
40.19,10,48,53945,0.777502085
87.65,179,25,51077,0.821155315
68.29,40,54,58175,0.720862742
97.74,37,37,51408,0.815743659
33.45,22,24,57888,0.724391238
81.65,13,34,55285,0.758231347
90.52,46,30,28492,1.47117612
23.9,47,47,61479,0.681737341
57.58,6,22,54687,0.766273154
89,42,38,59136,0.708480452
29.58,2,67,71988,0.581946574
14.87,3,19,59261,0.706842105
80.13,5,35,51837,0.807939117
88.68,46,21,68317,0.612995301
28.19,25,47,58618,0.714297485
65.06,59,21,51934,0.806112181
31.97,3,65,57245,0.731319242
96.65,34,21,60773,0.688846692
92.03,6,51,61114,0.684997218
105.87,9,41,57861,0.723276991
80.58,14,42,52834,0.791993603
95.61,9,32,54121,0.773046507
17.45,129,15,63882,0.654688645
32.29,109,24,29018,1.441210628
35.32,5,20,61267,0.682370281
65.48,61,19,60008,0.696672277
98.32,61,29,46813,0.892980155
42.97,128,52,46341,0.902043763
97.13,21,37,44401,0.941408752
111.19,5,26,67810,0.616381212
21.81,33,21,55503,0.752857143
36.68,54,16,31472,1.3275
85.42,5,52,47734,0.875229396
102.32,6,52,58857,0.709762645
91.71,246,32,56842,0.73487562
36.58,56,37,55237,0.756167605
96.23,1,39,59438,0.702504795
48.87,27,29,48138,0.867235656
36.26,62,35,58737,0.710551441
101.68,6,63,65337,0.63862023
62.32,301,39,49737,0.838765507
60.45,43,72,65167,0.640120306
19.32,4,42,64569,0.646005204
28.52,2,23,64578,0.645898603
45.16,5,40,48794,0.854806739
101.1,58,49,57921,0.720080454
76.29,16,51,53068,0.785822718
18.97,137,13,46358,0.899540964
95.87,6,40,56953,0.731932997
38.81,26,49,51213,0.81380255
31.19,68,50,64346,0.647698691
84.06,6,56,53625,0.777188998
26.13,283,28,57611,0.723400219
89.97,65,30,51007,0.816841022
90.03,5,32,69125,0.602612803
48.19,3,63,58623,0.710543643
111.97,1,33,66810,0.623452777
60.81,64,43,51062,0.815532882
93.06,12,18,63630,0.654444444
83.26,58,15,55453,0.750943141
69.35,17,23,60209,0.691622681
15.1,4,26,45588,0.913364921
37.77,1,55,51544,0.807693233
42.77,2,51,65016,0.640327458
82.1,17,21,28764,1.447211793
91.45,57,28,40971,1.015885626
48.32,5,60,62327,0.667493061
24.65,20,34,45376,0.916826957
99.16,23,43,48326,0.860561602
13.35,304,4,40376,1.03
68.52,13,20,38551,1.078650619
59.13,2,116,51911,0.80098823
21.81,23,54,53324,0.779655502
24.61,12,48,58945,0.705291204
30.74,13,38,52689,0.788800698
12.23,4,34,56261,0.738567391
51.32,33,26,29364,1.415056191
52.71,9,37,54356,0.764428214
53.29,18,48,56025,0.74154556
51.42,25,42,54354,0.764178533
63.97,1,49,56513,0.73486189
63.39,21,38,59765,0.694855685
95.42,2,25,60252,0.689218615
61.45,3,47,45194,0.91875094
105.26,4,58,63038,0.658568483
32.81,233,38,55281,0.750910982
46.03,2,53,57617,0.72038027
30.19,34,57,62397,0.665170281
49.71,14,46,50819,0.816640233
31.52,52,41,52968,0.783497961
34.52,8,47,60609,0.684520286
70.42,56,36,54528,0.760742371
32.26,19,38,58500,0.709067692
81.58,1,43,48076,0.862302604
69.1,4,40,55350,0.748925565
78.48,27,35,33403,1.240824776
52.81,42,53,50854,0.814919967
77.68,1,37,54057,0.766545128
94.03,106,38,45156,0.917519488
64.29,57,32,53359,0.776456455
56.68,9,50,53380,0.776136381
65.71,80,27,50080,0.827261781
109.39,42,20,34392,1.204533903
30.55,16,46,56877,0.728316894
